query_id,query
7033282709394211299,difference between positive and negative assurance in audit
6578396987148901784,whats the least common multiple of 5 and 150
-333559510937207918,when has the unemployment rate been the highest
6531033416360044652,rocky vista university college of osteopathic medicine – colorado
891177615056271601,who played clara on the andy griffith show
7117507477636936430,the good doctor season 1 episode 2 release date
542636723781310946,who received the most mvp awards for the kolkata knight riders during ipl season 9
-4375670593398373141,endangered species in pakistan and how they became endangered
429289802400219809,who wrote the song nobody's darling but mine
6591896260532094516,where is this year's world cup being held
5396832776328283062,where is texas a&m located on a map
-8301194811226293961,i too had a love story book images
-8195267543216325143,how can the hyper-v feature be useful in the datacenter
-4430298293065657498,what is the population of bridgewater nova scotia
-4970759253480885646,baba black sheep have wool yes sir yes sir 3 bags full
-7491173359012461593,how old are the members of the band the cars
-2163520346586498289,who voiced star from star vs the forces of evil
-1582683627533002367,the pc is incremented by 4 during the write-back (wb) stage of an instruction execution
-5097119395600896849,actors who have appeared in more than one bond film
-2820889567923412755,what is the quiet period after an ipo
-4694730302045958290,value of a new york city taxi medallion
-6660889080956700844,who will be on project runway all stars season 6
-1204745578221456705,hum tumhare hain sanam shahrukh khan hindi movie
7837233775960620859,setting of the movie every child is special
1625927154395389560,who did steve douglas marry on my three sons
2213817700760617034,who is generally considered to be the father of western philosophy
-115260667223548746,who sings the all grown up theme song
-5154472816548004206,pirates of the carribean dead man tells no lie
2209087584187696583,when did the us declare war on germany wwii
5166662032092873003,the hunchback of notre dame characters and their roles
-1941032820556083520,when do i start the 12 days of christmas
2588909480684195421,what does c mean in track and field
1901541390329849439,what are all the lord of the rings movies
8657295549922886359,what season of walking dead is negan in
2289341683187525138,the president of india appoints the judges of high courts
-1431489886776221843,who sang don't you want me baby
231521448352670666,who played henry turner in pirates of the caribbean
7870601824239441870,who is the most recently appointed supreme court justice
5930224694024422807,where did the term widow's walk come from
7757474138948283467,how do international players enter the nba draft
6340954164937514485,who was australia's shortest serving prime minister
-5008840312816697583,what was the role of a patrician in ancient rome
6953252410194091676,who is generally considered the first american lighting designer
-2270989725585311868,who plays james on the end of the world
5056676222367344773,what is the largest county in population in tennessee
-2795242768999994988,who appeared at the end of dr who
-4441671275882186205,age to get a tattoo in washington state
8501821636950201050,who sings the song have you ever seen the rain
-1000145448623534619,the most fundamental component of the concept of number is the process of
2805428756693018836,who defined culture as a system of shared meaning
-5031970963069408017,where do you start the west coast trail
-2789763692922341800,yeh rishta kya kehlata hai new child cast
1577856268255542686,asian countries prime ministers and presidents list 2017
-3772757164187768747,when did they stop circulating $500 bills
9141132855546442412,can my remington 1100 shoot 3 inch shells
991349096150359700,when did the world wide web become available
3846566324448284150,can a senior in high school play junior varsity
8572862880729404969,what word does not have a spanish root tornado connection iguana hurricane
-8788385316218531566,are there any wild bison in north america
-8977406783855272081,when was the last time phoenix suns were in the playoffs
-2570288390087158288,when did the united states land on the moon
-1333166492977006786,free state-supported schools that provided education for all students are
-6118039523843466000,where are the iguazu falls located on a map
-6127602017728672949,who are the hosts on the real talk show
-3882127617249793807,who is the youngest of the kardashian sisters
5604628950773289600,what kind of dog is in american wedding
7794868127584730891,when did lead stop being used in paint uk
-909056216998320761,days in the sun from beauty and the beast
829333425769008807,hebrew names for first five books of bible
-3217447140996832028,who caused the fall of the assyrian empire
-4276373862437178588,which statement is an example of the interdependence of organism
-7926779692408411494,the super cyclone which slammed orissa in 1999 was with an approximate wind speed of
-7932056462770987303,what's the record for the seattle seahawks
-184060989928793318,the origin role and principles of management accounting
1370204718177923592,common sense is a poor source of psychological information because
511062639286699067,biblical references in coldridge's dejection an ode
-6173641348466319661,which of the following is not true of plutos largest moon
5980192797543770060,which african american leader was invited as a dinner guest to the white house in 1901
-8251697091331042823,what happened to the boy who played damien in only fools and horses
-7758205110113406493,who qualified for world cup from north america
3381129820818411610,how far is seguin texas from san antonio texas
-6993505342288008198,where is the nfl pro bowl game being played
3945866594723616898,doctor who season 4 the end of time part 1
5278624586710770666,parks and recreation season 3 episode 7 cast
-5882784625436484983,what's the best record in nba history
2851190840909064482,the output level at which diminishing marginal returns begins occurs where
-7339965333551774105,when is the fertilized ovum considered an embryo
5261276237190904790,what is joy to the world by three dog night about
-6759815759990707611,where did captain america's shield vibranium come from
3148169796777988010,when did lane splitting become legal in california
-8862355176843546175,when did michigan pass the no smoking law
-8249049723095066291,mt st peter catholic church new kensington pa
-4660281294467578731,where did the romans get the arch from
-8703845203547233062,what day is the first day of the week
-3301344818656437770,the democratic split was so severe during the 1860 elections that ____
-7086480978608006518,who do you think you are episode guide
6607484139456152272,when is godzilla king of the monsters trailer coming out
-4237520837901993582,where does the saying the whole kit and kaboodle come from
4974583647945706169,what happened to eric on that 70's show
5859413258919157682,where is the rod laver cup being played
2865822854043784673,how long is the first planet of the apes
7084139787453035208,the thin contractile protein of a muscle cell is known as
6229133255707815052,who keeps the world cup trophy after winning
-5082881296090033374,who wrote the song one is the loneliest number
-7677827825438292637,what is the difference between an umpire and a referee in basketball
8029181888349836582,where is necrotizing fasciitis found in the world
373716263732495078,what is the actual size of a1 paper
372416570356183576,motilal nehru national institute of technology allahabad uttar pradesh
591917263158004608,when did the nes released in the us
-4868777848829690112,i ain't got nothing to hide i want the world to see
-3064510726845905441,grammy award is given in the field of
-3164081998575832554,1. name and describe the different states that a process can exist in at any given time
-2186922909114861856,what is the normal tax code for a single person
-2589911124462058000,when was the last time the redskins beat dallas
-8167518452171174271,who has the power to make treaties with foregin countries
-9187145880963454090,can't get you out of my head kylie minogue
-1458092437434780207,what was added to the constitution that listed right not already in the constitution
3918589483962211382,how many inches is a piece of paper
-5272442032630652825,who plays lily in we bought a zoo
9207480968808265645,the doors live at felt forum new york
-4622672514569355964,do most non-profit business offer products or services
-4960843670595414609,in which caribbean country is the production of lumber a major economic activity
7080942050343983506,where is the great wall of china is located
6401495941651503543,when was the last time army went to a bowl game
-1142370880508633313,who played the first black president in a movie
-4192007188339433287,when does a baby learn how to talk
6910614225791704556,is florida state university a division 1 school
3543285452371832142,all i really wanna do is maybe be friends with you
6534962114878654656,is there really a banker in deal or no deal
411714674784859224,discuss the second great awakening and describe the scene of the camp meetings
-4493102389508051089,when does zooey deschanel return to new girl
8334972819546777952,what is the original traditional religion of africa
-6373510356030264940,who came up with the human genome project
-4577858557888493505,i'll be there with the love that will shelter you
-460207643135594694,who's the special judge on america's got talent
425352318070634428,how many different versions of the bible is there
1368671315811134645,who established the six principles of chinese painting
778892557536243741,who are all the characters in and then there were none
8069430563143089768,who sings you've got to live and learn
6529197664551084503,who started world war 2 and why did it start
-4814664795219916581,what is the combined total of state lawmakers for each legislative district in washington
337100710103812518,who is the leading run scorer of zimbabwe
6473115194547477200,when does this season of the walking dead end
-379702788873715914,how many nfl teams do not have cheerleaders
4934923987464571525,who won the best actor award at the oscars
-2739263808967867262,which of the following is not true of personal service corporations (pscs)
6219163735989601853,difference between chi squared and fisher's exact test
-1087011043218402144,when is the next public holiday in sa
-8311333342527144191,who acts as smeagol in lord of the rings
4271494312631868272,where is the national flag hoisted on 26 january
7200760712911300423,who is the president of the us senate today
7387528051218753185,who sang the song good golly miss molly
6100854324478365272,what is the time complexity for searching for a number in a sorted array
787581710529903476,bishnois of rajasthan are famous for protection of
1132204565808179053,whitney houston ft jordin sparks celebrate mp3 download
-1190536106934727850,when did they put air conditioning in cars
-2288049704455649526,how many seasons are there in man in the high castle
-6568862027680411016,where did the iberian peninsula get its name
7096847860678770799,who is who was the first living indian to feature on a postage stamp of india
-9174018985627941240,nasa’s list of 50 indoor plants that clean the air
39032392901600325,where do the kilchers from alaska the last frontier live
6430436700849043470,who dies in grey's anatomy season 6 finale
965755374794745316,who won the popular vote in florida 2016
8423449687084753512,list of battles of the revolutionary war in order
-8783644843739147449,how many episodes are there in a season of game of thrones
-315272424946855986,where is nagpur located in india political map
-2929318689259390790,star trek the next generation season 4 episode 9
-7187196565730820188,when was the last episode of the game
-2658704389661335722,how many basketball teams does img academy have
1321375871634292434,has a superbowl team ever played at their home stadium
7221438127752160596,who is sitting in the house of lords
2887739610183277515,who sings what part in drag me down
-9222689309979822142,how many episodes in minecraft story mode season 1
2913593746053006878,how many original songs does widespread panic have
-2455390313071874061,does hong kong passport need visa to uk
4607224869764426869,the carbon atom in dichlorocarbene possesses how many electrons
8982377861772039460,why did political support for the new deal decline
-6395355741805506976,who is left on once upon a time
-934776990331990460,uses of flag registers in testing various conditions
4908558935495061565,cast of the movie malibu's most wanted
4982893605875304564,the landmark album for the fusion style was
6474649282166120211,who plays the zombie king in game of thrones
3377745581746617876,when is seven deadly sins season 2 episode 25 coming out
-6274620348676733829,panic at the disco death of a bachelor official video
-9152074357436478921,what's the order of ages in the kardashian family
-7656790158761589371,who is markl in howl's moving castle
-6842840974214182552,what is the purpose of the british monarchy
-7030406337273779540,who was the first winner of the next food network star
-5429356851599955171,who works at the top of the empire state building
-3644283606928003225,where are all the infinity stones before infinity wars
3714701241712909045,what flag has a circle in the middle
-3050785580630307680,where is the blue mountains located in australia
-6306393138618077650,is charter one and citizens bank the same
-3585241484991562365,encaustic is a method of painting in which colored pigment is mixed with
6945024112274332214,who moved the resolution for the establishment of all india muslim league
-6230494345191476554,who decides which constituency is to be reserved
-973461389967365962,rate of acceleration due to gravity in feet
-6206454827959632802,what type of front has cold air moving into warm air
-1932517127558512823,when did the book of acts take place
8729890915156937834,gladys knight and the pips end of the road
-8015096484262088045,the animal that does not chew the cud is
3936619562117740212,where was battle of the five armies filmed
3208492406814258545,alabama there's no way i can make it without you
-6213368597397597831,when did we last have a king and queen
-331406737204548292,who does princess mia marry in the books
-4963324197744103043,the differentiation of cells during embryonic development depends on signals
2606838973499145787,what is the postal code of owerri imo state
-4191401623737070430,who does the welcome toast at a wedding
2695890215231407432,edgar allan poe the cask of amontillado short story
-8722087740738334016,time magazine list of person of the year
-3309346981930628813,what is the theme song for last of the mohicans
2716109154974208964,what city in south dakota does the time change
3183943565321563046,what became of the eastern roman empire after the collapse of the western roman empire
2300824287753917255,how many new york fashion weeks are there
-2847863742609264005,when is flash season 4 episode 6 coming out
5984176988746278357,where are trypsin and pepsin produced in the digestive system
3735525863356141434,what is the animal in never ending story
8500000703874345590,when did man u last win the premier league
-8068446975473022097,who plays dexter's son in season 6
-8093548978276137427,when did world cup expand to 32 teams
8725432921130952457,who played young megan in the thorn birds
6137905157711357861,what does an upside down triangle mean in mathematics
